subject,seed_roi,seed_hemisphere,target_roi,target_hemisphere,task,analysis,mean_activation
sub-spaceloc1005,LO,right,aIPS,left,ToolLoc,ppi,-0.011209846706039747
sub-spaceloc1005,LO,right,aIPS,right,ToolLoc,ppi,-0.005868185680376086
sub-spaceloc1005,PFS,left,pIPS,left,ToolLoc,ppi,0.0012336510096377293
sub-spaceloc1005,PFS,left,pIPS,right,ToolLoc,ppi,0.009200311649527232
sub-spaceloc1005,PFS,left,LO,left,ToolLoc,ppi,0.0012336510096377293
sub-spaceloc1005,PFS,left,LO,right,ToolLoc,ppi,0.009200311649527232
sub-spaceloc1005,PFS,left,PFS,left,ToolLoc,ppi,0.0012336510096377293
sub-spaceloc1005,PFS,left,PFS,right,ToolLoc,ppi,0.009200311649527232
sub-spaceloc1005,PFS,left,aIPS,left,ToolLoc,ppi,0.0012336510096377293
sub-spaceloc1005,PFS,left,aIPS,right,ToolLoc,ppi,0.009200311649527232
sub-spaceloc1005,PFS,right,pIPS,left,ToolLoc,ppi,0.005813807622481753
sub-spaceloc1005,PFS,right,pIPS,right,ToolLoc,ppi,0.00863815722246231
sub-spaceloc1005,PFS,right,LO,left,ToolLoc,ppi,0.005813807622481753
sub-spaceloc1005,PFS,right,LO,right,ToolLoc,ppi,0.00863815722246231
sub-spaceloc1005,PFS,right,PFS,left,ToolLoc,ppi,0.005813807622481753
sub-spaceloc1005,PFS,right,PFS,right,ToolLoc,ppi,0.00863815722246231
sub-spaceloc1005,PFS,right,aIPS,left,ToolLoc,ppi,0.005813807622481753
sub-spaceloc1005,PFS,right,aIPS,right,ToolLoc,ppi,0.00863815722246231
sub-spaceloc1005,aIPS,left,pIPS,left,ToolLoc,ppi,-0.011647215389663679
sub-spaceloc1005,aIPS,left,pIPS,right,ToolLoc,ppi,0.006252264629144269
sub-spaceloc1005,aIPS,left,LO,left,ToolLoc,ppi,-0.011647215389663679
sub-spaceloc1005,aIPS,left,LO,right,ToolLoc,ppi,0.006252264629144269
sub-spaceloc1005,aIPS,left,PFS,left,ToolLoc,ppi,-0.011647215389663679
sub-spaceloc1005,aIPS,left,PFS,right,ToolLoc,ppi,0.006252264629144269
sub-spaceloc1005,aIPS,left,aIPS,left,ToolLoc,ppi,-0.011647215389663679
sub-spaceloc1005,aIPS,left,aIPS,right,ToolLoc,ppi,0.006252264629144269
sub-spaceloc1005,aIPS,right,pIPS,left,ToolLoc,ppi,-0.03344134448540457
sub-spaceloc1005,aIPS,right,pIPS,right,ToolLoc,ppi,-0.01251743858116548
sub-spaceloc1005,aIPS,right,LO,left,ToolLoc,ppi,-0.03344134448540457
sub-spaceloc1005,aIPS,right,LO,right,ToolLoc,ppi,-0.01251743858116548
sub-spaceloc1005,aIPS,right,PFS,left,ToolLoc,ppi,-0.03344134448540457
sub-spaceloc1005,aIPS,right,PFS,right,ToolLoc,ppi,-0.01251743858116548
sub-spaceloc1005,aIPS,right,aIPS,left,ToolLoc,ppi,-0.03344134448540457
sub-spaceloc1005,aIPS,right,aIPS,right,ToolLoc,ppi,-0.01251743858116548
sub-spaceloc1006,pIPS,left,pIPS,left,ToolLoc,ppi,-0.0071289125020089356
sub-spaceloc1006,pIPS,left,pIPS,right,ToolLoc,ppi,-0.009612349471861816
sub-spaceloc1006,pIPS,left,LO,left,ToolLoc,ppi,-0.0071289125020089356
sub-spaceloc1006,pIPS,left,LO,right,ToolLoc,ppi,-0.009612349471861816
sub-spaceloc1006,pIPS,left,PFS,left,ToolLoc,ppi,-0.0071289125020089356
sub-spaceloc1006,pIPS,left,PFS,right,ToolLoc,ppi,-0.009612349471861816
sub-spaceloc1006,pIPS,left,aIPS,left,ToolLoc,ppi,-0.0071289125020089356
sub-spaceloc1006,pIPS,left,aIPS,right,ToolLoc,ppi,-0.009612349471861816
sub-spaceloc1006,pIPS,right,pIPS,left,ToolLoc,ppi,0.002416243164739369
sub-spaceloc1006,pIPS,right,pIPS,right,ToolLoc,ppi,0.009206401859619864
sub-spaceloc1006,pIPS,right,LO,left,ToolLoc,ppi,0.002416243164739369
sub-spaceloc1006,pIPS,right,LO,right,ToolLoc,ppi,0.009206401859619864
sub-spaceloc1006,pIPS,right,PFS,left,ToolLoc,ppi,0.002416243164739369
sub-spaceloc1006,pIPS,right,PFS,right,ToolLoc,ppi,0.009206401859619864
sub-spaceloc1006,pIPS,right,aIPS,left,ToolLoc,ppi,0.002416243164739369
sub-spaceloc1006,pIPS,right,aIPS,right,ToolLoc,ppi,0.009206401859619864
sub-spaceloc1006,LO,left,pIPS,left,ToolLoc,ppi,-0.00873928254862365
sub-spaceloc1006,LO,left,pIPS,right,ToolLoc,ppi,-0.004854695354299867
sub-spaceloc1006,LO,left,LO,left,ToolLoc,ppi,-0.00873928254862365
sub-spaceloc1006,LO,left,LO,right,ToolLoc,ppi,-0.004854695354299867
sub-spaceloc1006,LO,left,PFS,left,ToolLoc,ppi,-0.00873928254862365
sub-spaceloc1006,LO,left,PFS,right,ToolLoc,ppi,-0.004854695354299867
sub-spaceloc1006,LO,left,aIPS,left,ToolLoc,ppi,-0.00873928254862365
sub-spaceloc1006,LO,left,aIPS,right,ToolLoc,ppi,-0.004854695354299867
sub-spaceloc1006,LO,right,pIPS,left,ToolLoc,ppi,0.0016702370694634226
sub-spaceloc1006,LO,right,pIPS,right,ToolLoc,ppi,0.0031244001841683566
sub-spaceloc1006,LO,right,LO,left,ToolLoc,ppi,0.0016702370694634226
sub-spaceloc1006,LO,right,LO,right,ToolLoc,ppi,0.0031244001841683566
sub-spaceloc1006,LO,right,PFS,left,ToolLoc,ppi,0.0016702370694634226
sub-spaceloc1006,LO,right,PFS,right,ToolLoc,ppi,0.0031244001841683566
sub-spaceloc1006,LO,right,aIPS,left,ToolLoc,ppi,0.0016702370694634226
sub-spaceloc1006,LO,right,aIPS,right,ToolLoc,ppi,0.0031244001841683566
sub-spaceloc1006,PFS,left,pIPS,left,ToolLoc,ppi,0.008318974151214726
sub-spaceloc1006,PFS,left,pIPS,right,ToolLoc,ppi,0.004951325020572933
sub-spaceloc1006,PFS,left,LO,left,ToolLoc,ppi,0.008318974151214726
sub-spaceloc1006,PFS,left,LO,right,ToolLoc,ppi,0.004951325020572933
sub-spaceloc1006,PFS,left,PFS,left,ToolLoc,ppi,0.008318974151214726
sub-spaceloc1006,PFS,left,PFS,right,ToolLoc,ppi,0.004951325020572933
sub-spaceloc1006,PFS,left,aIPS,left,ToolLoc,ppi,0.008318974151214726
sub-spaceloc1006,PFS,left,aIPS,right,ToolLoc,ppi,0.004951325020572933
sub-spaceloc1006,PFS,right,pIPS,left,ToolLoc,ppi,-0.007751467955781014
sub-spaceloc1006,PFS,right,pIPS,right,ToolLoc,ppi,-0.009661340231964872
sub-spaceloc1006,PFS,right,LO,left,ToolLoc,ppi,-0.007751467955781014
sub-spaceloc1006,PFS,right,LO,right,ToolLoc,ppi,-0.009661340231964872
sub-spaceloc1006,PFS,right,PFS,left,ToolLoc,ppi,-0.007751467955781014
sub-spaceloc1006,PFS,right,PFS,right,ToolLoc,ppi,-0.009661340231964872
sub-spaceloc1006,PFS,right,aIPS,left,ToolLoc,ppi,-0.007751467955781014
sub-spaceloc1006,PFS,right,aIPS,right,ToolLoc,ppi,-0.009661340231964872
sub-spaceloc1006,aIPS,left,pIPS,left,ToolLoc,ppi,-0.006959740362058547
sub-spaceloc1006,aIPS,left,pIPS,right,ToolLoc,ppi,-0.013906743209472865
sub-spaceloc1006,aIPS,left,LO,left,ToolLoc,ppi,-0.006959740362058547
sub-spaceloc1006,aIPS,left,LO,right,ToolLoc,ppi,-0.013906743209472865
sub-spaceloc1006,aIPS,left,PFS,left,ToolLoc,ppi,-0.006959740362058547
sub-spaceloc1006,aIPS,left,PFS,right,ToolLoc,ppi,-0.013906743209472865
sub-spaceloc1006,aIPS,left,aIPS,left,ToolLoc,ppi,-0.006959740362058547
sub-spaceloc1006,aIPS,left,aIPS,right,ToolLoc,ppi,-0.013906743209472865
sub-spaceloc1006,aIPS,right,pIPS,left,ToolLoc,ppi,0.002387692521960654
sub-spaceloc1006,aIPS,right,pIPS,right,ToolLoc,ppi,0.0012377588310332143
sub-spaceloc1006,aIPS,right,LO,left,ToolLoc,ppi,0.002387692521960654
sub-spaceloc1006,aIPS,right,LO,right,ToolLoc,ppi,0.0012377588310332143
sub-spaceloc1006,aIPS,right,PFS,left,ToolLoc,ppi,0.002387692521960654
sub-spaceloc1006,aIPS,right,PFS,right,ToolLoc,ppi,0.0012377588310332143
sub-spaceloc1006,aIPS,right,aIPS,left,ToolLoc,ppi,0.002387692521960654
sub-spaceloc1006,aIPS,right,aIPS,right,ToolLoc,ppi,0.0012377588310332143
sub-spaceloc1007,pIPS,left,pIPS,left,ToolLoc,ppi,-0.002417308094521539
sub-spaceloc1007,pIPS,left,pIPS,right,ToolLoc,ppi,-0.002915718641078628
sub-spaceloc1007,pIPS,left,LO,left,ToolLoc,ppi,-0.002417308094521539
sub-spaceloc1007,pIPS,left,LO,right,ToolLoc,ppi,-0.002915718641078628
sub-spaceloc1007,pIPS,left,PFS,left,ToolLoc,ppi,-0.002417308094521539
sub-spaceloc1007,pIPS,left,PFS,right,ToolLoc,ppi,-0.002915718641078628
sub-spaceloc1007,pIPS,left,aIPS,left,ToolLoc,ppi,-0.002417308094521539
sub-spaceloc1007,pIPS,left,aIPS,right,ToolLoc,ppi,-0.002915718641078628
sub-spaceloc1007,pIPS,right,pIPS,left,ToolLoc,ppi,-0.007921035628026837
sub-spaceloc1007,pIPS,right,pIPS,right,ToolLoc,ppi,-0.005836365905198109
sub-spaceloc1007,pIPS,right,LO,left,ToolLoc,ppi,-0.007921035628026837
sub-spaceloc1007,pIPS,right,LO,right,ToolLoc,ppi,-0.005836365905198109
sub-spaceloc1007,pIPS,right,PFS,left,ToolLoc,ppi,-0.007921035628026837
sub-spaceloc1007,pIPS,right,PFS,right,ToolLoc,ppi,-0.005836365905198109
sub-spaceloc1007,pIPS,right,aIPS,left,ToolLoc,ppi,-0.007921035628026837
sub-spaceloc1007,pIPS,right,aIPS,right,ToolLoc,ppi,-0.005836365905198109
sub-spaceloc1007,LO,left,pIPS,left,ToolLoc,ppi,-0.0019666939000384637
sub-spaceloc1007,LO,left,pIPS,right,ToolLoc,ppi,-0.00922298017658491
sub-spaceloc1007,LO,left,LO,left,ToolLoc,ppi,-0.0019666939000384637
sub-spaceloc1007,LO,left,LO,right,ToolLoc,ppi,-0.00922298017658491
sub-spaceloc1007,LO,left,PFS,left,ToolLoc,ppi,-0.0019666939000384637
sub-spaceloc1007,LO,left,PFS,right,ToolLoc,ppi,-0.00922298017658491
sub-spaceloc1007,LO,left,aIPS,left,ToolLoc,ppi,-0.0019666939000384637
sub-spaceloc1007,LO,left,aIPS,right,ToolLoc,ppi,-0.00922298017658491
sub-spaceloc1007,LO,right,pIPS,left,ToolLoc,ppi,-0.0066890490696798165
sub-spaceloc1007,LO,right,pIPS,right,ToolLoc,ppi,-0.01239298396348228
sub-spaceloc1007,LO,right,LO,left,ToolLoc,ppi,-0.0066890490696798165
sub-spaceloc1007,LO,right,LO,right,ToolLoc,ppi,-0.01239298396348228
sub-spaceloc1007,LO,right,PFS,left,ToolLoc,ppi,-0.0066890490696798165
sub-spaceloc1007,LO,right,PFS,right,ToolLoc,ppi,-0.01239298396348228
sub-spaceloc1007,LO,right,aIPS,left,ToolLoc,ppi,-0.0066890490696798165
sub-spaceloc1007,LO,right,aIPS,right,ToolLoc,ppi,-0.01239298396348228
sub-spaceloc1007,PFS,left,pIPS,left,ToolLoc,ppi,-0.005872102845127561
sub-spaceloc1007,PFS,left,pIPS,right,ToolLoc,ppi,-0.012250154683715663
sub-spaceloc1007,PFS,left,LO,left,ToolLoc,ppi,-0.005872102845127561
sub-spaceloc1007,PFS,left,LO,right,ToolLoc,ppi,-0.012250154683715663
sub-spaceloc1007,PFS,left,PFS,left,ToolLoc,ppi,-0.005872102845127561
sub-spaceloc1007,PFS,left,PFS,right,ToolLoc,ppi,-0.012250154683715663
sub-spaceloc1007,PFS,left,aIPS,left,ToolLoc,ppi,-0.005872102845127561
sub-spaceloc1007,PFS,left,aIPS,right,ToolLoc,ppi,-0.012250154683715663
sub-spaceloc1007,PFS,right,pIPS,left,ToolLoc,ppi,0.0008478194680979609
sub-spaceloc1007,PFS,right,pIPS,right,ToolLoc,ppi,-0.004668755114967511
sub-spaceloc1007,PFS,right,LO,left,ToolLoc,ppi,0.0008478194680979609
sub-spaceloc1007,PFS,right,LO,right,ToolLoc,ppi,-0.004668755114967511
sub-spaceloc1007,PFS,right,PFS,left,ToolLoc,ppi,0.0008478194680979609
sub-spaceloc1007,PFS,right,PFS,right,ToolLoc,ppi,-0.004668755114967511
sub-spaceloc1007,PFS,right,aIPS,left,ToolLoc,ppi,0.0008478194680979609
sub-spaceloc1007,PFS,right,aIPS,right,ToolLoc,ppi,-0.004668755114967511
sub-spaceloc1007,aIPS,left,pIPS,left,ToolLoc,ppi,-0.0093889949791755
sub-spaceloc1007,aIPS,left,pIPS,right,ToolLoc,ppi,-0.0007071682141094212
sub-spaceloc1007,aIPS,left,LO,left,ToolLoc,ppi,-0.0093889949791755
sub-spaceloc1007,aIPS,left,LO,right,ToolLoc,ppi,-0.0007071682141094212
sub-spaceloc1007,aIPS,left,PFS,left,ToolLoc,ppi,-0.0093889949791755
sub-spaceloc1007,aIPS,left,PFS,right,ToolLoc,ppi,-0.0007071682141094212
sub-spaceloc1007,aIPS,left,aIPS,left,ToolLoc,ppi,-0.0093889949791755
sub-spaceloc1007,aIPS,left,aIPS,right,ToolLoc,ppi,-0.0007071682141094212
sub-spaceloc1007,aIPS,right,pIPS,left,ToolLoc,ppi,0.004084260358876728
sub-spaceloc1007,aIPS,right,pIPS,right,ToolLoc,ppi,-0.00908569848076601
sub-spaceloc1007,aIPS,right,LO,left,ToolLoc,ppi,0.004084260358876728
sub-spaceloc1007,aIPS,right,LO,right,ToolLoc,ppi,-0.00908569848076601
sub-spaceloc1007,aIPS,right,PFS,left,ToolLoc,ppi,0.004084260358876728
sub-spaceloc1007,aIPS,right,PFS,right,ToolLoc,ppi,-0.00908569848076601
sub-spaceloc1007,aIPS,right,aIPS,left,ToolLoc,ppi,0.004084260358876728
sub-spaceloc1007,aIPS,right,aIPS,right,ToolLoc,ppi,-0.00908569848076601
sub-spaceloc1008,pIPS,left,pIPS,left,ToolLoc,ppi,-0.015188225975219646
sub-spaceloc1008,pIPS,left,pIPS,right,ToolLoc,ppi,-0.00769817052833287
sub-spaceloc1008,pIPS,left,LO,left,ToolLoc,ppi,-0.015188225975219646
sub-spaceloc1008,pIPS,left,LO,right,ToolLoc,ppi,-0.00769817052833287
sub-spaceloc1008,pIPS,left,PFS,left,ToolLoc,ppi,-0.015188225975219646
sub-spaceloc1008,pIPS,left,PFS,right,ToolLoc,ppi,-0.00769817052833287
sub-spaceloc1008,pIPS,left,aIPS,left,ToolLoc,ppi,-0.015188225975219646
sub-spaceloc1008,pIPS,left,aIPS,right,ToolLoc,ppi,-0.00769817052833287
sub-spaceloc1008,pIPS,right,pIPS,left,ToolLoc,ppi,0.0036080335956522385
sub-spaceloc1008,pIPS,right,pIPS,right,ToolLoc,ppi,0.011105783361320695
sub-spaceloc1008,pIPS,right,LO,left,ToolLoc,ppi,0.0036080335956522385
sub-spaceloc1008,pIPS,right,LO,right,ToolLoc,ppi,0.011105783361320695
sub-spaceloc1008,pIPS,right,PFS,left,ToolLoc,ppi,0.0036080335956522385
sub-spaceloc1008,pIPS,right,PFS,right,ToolLoc,ppi,0.011105783361320695
sub-spaceloc1008,pIPS,right,aIPS,left,ToolLoc,ppi,0.0036080335956522385
sub-spaceloc1008,pIPS,right,aIPS,right,ToolLoc,ppi,0.011105783361320695
sub-spaceloc1008,LO,left,pIPS,left,ToolLoc,ppi,-0.0042173789938954685
sub-spaceloc1008,LO,left,pIPS,right,ToolLoc,ppi,-0.012060288622134686
sub-spaceloc1008,LO,left,LO,left,ToolLoc,ppi,-0.0042173789938954685
sub-spaceloc1008,LO,left,LO,right,ToolLoc,ppi,-0.012060288622134686
sub-spaceloc1008,LO,left,PFS,left,ToolLoc,ppi,-0.0042173789938954685
sub-spaceloc1008,LO,left,PFS,right,ToolLoc,ppi,-0.012060288622134686
sub-spaceloc1008,LO,left,aIPS,left,ToolLoc,ppi,-0.0042173789938954685
sub-spaceloc1008,LO,left,aIPS,right,ToolLoc,ppi,-0.012060288622134686
sub-spaceloc1008,LO,right,pIPS,left,ToolLoc,ppi,-0.009578297314236121
sub-spaceloc1008,LO,right,pIPS,right,ToolLoc,ppi,-0.009808017295863546
sub-spaceloc1008,LO,right,LO,left,ToolLoc,ppi,-0.009578297314236121
sub-spaceloc1008,LO,right,LO,right,ToolLoc,ppi,-0.009808017295863546
sub-spaceloc1008,LO,right,PFS,left,ToolLoc,ppi,-0.009578297314236121
sub-spaceloc1008,LO,right,PFS,right,ToolLoc,ppi,-0.009808017295863546
sub-spaceloc1008,LO,right,aIPS,left,ToolLoc,ppi,-0.009578297314236121
sub-spaceloc1008,LO,right,aIPS,right,ToolLoc,ppi,-0.009808017295863546
sub-spaceloc1008,PFS,left,pIPS,left,ToolLoc,ppi,0.0019095114325214776
sub-spaceloc1008,PFS,left,pIPS,right,ToolLoc,ppi,-0.0017055487736466932
sub-spaceloc1008,PFS,left,LO,left,ToolLoc,ppi,0.0019095114325214776
sub-spaceloc1008,PFS,left,LO,right,ToolLoc,ppi,-0.0017055487736466932
sub-spaceloc1008,PFS,left,PFS,left,ToolLoc,ppi,0.0019095114325214776
sub-spaceloc1008,PFS,left,PFS,right,ToolLoc,ppi,-0.0017055487736466932
sub-spaceloc1008,PFS,left,aIPS,left,ToolLoc,ppi,0.0019095114325214776
sub-spaceloc1008,PFS,left,aIPS,right,ToolLoc,ppi,-0.0017055487736466932
sub-spaceloc1008,PFS,right,pIPS,left,ToolLoc,ppi,0.0016639704975075023
sub-spaceloc1008,PFS,right,pIPS,right,ToolLoc,ppi,-0.003200879325264726
sub-spaceloc1008,PFS,right,LO,left,ToolLoc,ppi,0.0016639704975075023
sub-spaceloc1008,PFS,right,LO,right,ToolLoc,ppi,-0.003200879325264726
sub-spaceloc1008,PFS,right,PFS,left,ToolLoc,ppi,0.0016639704975075023
sub-spaceloc1008,PFS,right,PFS,right,ToolLoc,ppi,-0.003200879325264726
sub-spaceloc1008,PFS,right,aIPS,left,ToolLoc,ppi,0.0016639704975075023
sub-spaceloc1008,PFS,right,aIPS,right,ToolLoc,ppi,-0.003200879325264726
sub-spaceloc1008,aIPS,left,pIPS,left,ToolLoc,ppi,-0.011546066075717227
sub-spaceloc1008,aIPS,left,pIPS,right,ToolLoc,ppi,-0.015167683050345533
sub-spaceloc1008,aIPS,left,LO,left,ToolLoc,ppi,-0.011546066075717227
sub-spaceloc1008,aIPS,left,LO,right,ToolLoc,ppi,-0.015167683050345533
sub-spaceloc1008,aIPS,left,PFS,left,ToolLoc,ppi,-0.011546066075717227
sub-spaceloc1008,aIPS,left,PFS,right,ToolLoc,ppi,-0.015167683050345533
sub-spaceloc1008,aIPS,left,aIPS,left,ToolLoc,ppi,-0.011546066075717227
sub-spaceloc1008,aIPS,left,aIPS,right,ToolLoc,ppi,-0.015167683050345533
sub-spaceloc1008,aIPS,right,pIPS,left,ToolLoc,ppi,-0.015231746588534581
sub-spaceloc1008,aIPS,right,pIPS,right,ToolLoc,ppi,-0.010328523567797423
sub-spaceloc1008,aIPS,right,LO,left,ToolLoc,ppi,-0.015231746588534581
sub-spaceloc1008,aIPS,right,LO,right,ToolLoc,ppi,-0.010328523567797423
sub-spaceloc1008,aIPS,right,PFS,left,ToolLoc,ppi,-0.015231746588534581
sub-spaceloc1008,aIPS,right,PFS,right,ToolLoc,ppi,-0.010328523567797423
sub-spaceloc1008,aIPS,right,aIPS,left,ToolLoc,ppi,-0.015231746588534581
sub-spaceloc1008,aIPS,right,aIPS,right,ToolLoc,ppi,-0.010328523567797423
sub-spaceloc1009,pIPS,left,pIPS,left,ToolLoc,ppi,-0.0036988433531445005
sub-spaceloc1009,pIPS,left,pIPS,right,ToolLoc,ppi,-0.008329438556904427
sub-spaceloc1009,pIPS,left,LO,left,ToolLoc,ppi,-0.0036988433531445005
sub-spaceloc1009,pIPS,left,LO,right,ToolLoc,ppi,-0.008329438556904427
sub-spaceloc1009,pIPS,left,PFS,left,ToolLoc,ppi,-0.0036988433531445005
sub-spaceloc1009,pIPS,left,PFS,right,ToolLoc,ppi,-0.008329438556904427
sub-spaceloc1009,pIPS,left,aIPS,left,ToolLoc,ppi,-0.0036988433531445005
sub-spaceloc1009,pIPS,left,aIPS,right,ToolLoc,ppi,-0.008329438556904427
sub-spaceloc1009,pIPS,right,pIPS,left,ToolLoc,ppi,0.0078019918461390975
sub-spaceloc1009,pIPS,right,pIPS,right,ToolLoc,ppi,-0.01742135943464205
sub-spaceloc1009,pIPS,right,LO,left,ToolLoc,ppi,0.0078019918461390975
sub-spaceloc1009,pIPS,right,LO,right,ToolLoc,ppi,-0.01742135943464205
sub-spaceloc1009,pIPS,right,PFS,left,ToolLoc,ppi,0.0078019918461390975
sub-spaceloc1009,pIPS,right,PFS,right,ToolLoc,ppi,-0.01742135943464205
sub-spaceloc1009,pIPS,right,aIPS,left,ToolLoc,ppi,0.0078019918461390975
sub-spaceloc1009,pIPS,right,aIPS,right,ToolLoc,ppi,-0.01742135943464205
sub-spaceloc1009,LO,left,pIPS,left,ToolLoc,ppi,0.0052840755343551565
sub-spaceloc1009,LO,left,pIPS,right,ToolLoc,ppi,0.021634987765159232
sub-spaceloc1009,LO,left,LO,left,ToolLoc,ppi,0.0052840755343551565
sub-spaceloc1009,LO,left,LO,right,ToolLoc,ppi,0.021634987765159232
sub-spaceloc1009,LO,left,PFS,left,ToolLoc,ppi,0.0052840755343551565
sub-spaceloc1009,LO,left,PFS,right,ToolLoc,ppi,0.021634987765159232
sub-spaceloc1009,LO,left,aIPS,left,ToolLoc,ppi,0.0052840755343551565
sub-spaceloc1009,LO,left,aIPS,right,ToolLoc,ppi,0.021634987765159232
sub-spaceloc1009,LO,right,pIPS,left,ToolLoc,ppi,-0.001809796223441433
sub-spaceloc1009,LO,right,pIPS,right,ToolLoc,ppi,0.012515755794711609
sub-spaceloc1009,LO,right,LO,left,ToolLoc,ppi,-0.001809796223441433
sub-spaceloc1009,LO,right,LO,right,ToolLoc,ppi,0.012515755794711609
sub-spaceloc1009,LO,right,PFS,left,ToolLoc,ppi,-0.001809796223441433
sub-spaceloc1009,LO,right,PFS,right,ToolLoc,ppi,0.012515755794711609
sub-spaceloc1009,LO,right,aIPS,left,ToolLoc,ppi,-0.001809796223441433
sub-spaceloc1009,LO,right,aIPS,right,ToolLoc,ppi,0.012515755794711609
sub-spaceloc1009,PFS,left,pIPS,left,ToolLoc,ppi,0.009084402813251862
sub-spaceloc1009,PFS,left,pIPS,right,ToolLoc,ppi,0.00482063958294351
sub-spaceloc1009,PFS,left,LO,left,ToolLoc,ppi,0.009084402813251862
sub-spaceloc1009,PFS,left,LO,right,ToolLoc,ppi,0.00482063958294351
sub-spaceloc1009,PFS,left,PFS,left,ToolLoc,ppi,0.009084402813251862
sub-spaceloc1009,PFS,left,PFS,right,ToolLoc,ppi,0.00482063958294351
sub-spaceloc1009,PFS,left,aIPS,left,ToolLoc,ppi,0.009084402813251862
sub-spaceloc1009,PFS,left,aIPS,right,ToolLoc,ppi,0.00482063958294351
sub-spaceloc1009,PFS,right,pIPS,left,ToolLoc,ppi,0.0014906883431129764
sub-spaceloc1009,PFS,right,pIPS,right,ToolLoc,ppi,0.0014222240760731935
sub-spaceloc1009,PFS,right,LO,left,ToolLoc,ppi,0.0014906883431129764
sub-spaceloc1009,PFS,right,LO,right,ToolLoc,ppi,0.0014222240760731935
sub-spaceloc1009,PFS,right,PFS,left,ToolLoc,ppi,0.0014906883431129764
sub-spaceloc1009,PFS,right,PFS,right,ToolLoc,ppi,0.0014222240760731935
sub-spaceloc1009,PFS,right,aIPS,left,ToolLoc,ppi,0.0014906883431129764
sub-spaceloc1009,PFS,right,aIPS,right,ToolLoc,ppi,0.0014222240760731935
sub-spaceloc1009,aIPS,left,pIPS,left,ToolLoc,ppi,0.005718348156383108
sub-spaceloc1009,aIPS,left,pIPS,right,ToolLoc,ppi,-0.009945435621093252
sub-spaceloc1009,aIPS,left,LO,left,ToolLoc,ppi,0.005718348156383108
sub-spaceloc1009,aIPS,left,LO,right,ToolLoc,ppi,-0.009945435621093252
sub-spaceloc1009,aIPS,left,PFS,left,ToolLoc,ppi,0.005718348156383108
sub-spaceloc1009,aIPS,left,PFS,right,ToolLoc,ppi,-0.009945435621093252
sub-spaceloc1009,aIPS,left,aIPS,left,ToolLoc,ppi,0.005718348156383108
sub-spaceloc1009,aIPS,left,aIPS,right,ToolLoc,ppi,-0.009945435621093252
sub-spaceloc1009,aIPS,right,pIPS,left,ToolLoc,ppi,0.015892722816665768
sub-spaceloc1009,aIPS,right,pIPS,right,ToolLoc,ppi,0.0027551983682848192
sub-spaceloc1009,aIPS,right,LO,left,ToolLoc,ppi,0.015892722816665768
sub-spaceloc1009,aIPS,right,LO,right,ToolLoc,ppi,0.0027551983682848192
sub-spaceloc1009,aIPS,right,PFS,left,ToolLoc,ppi,0.015892722816665768
sub-spaceloc1009,aIPS,right,PFS,right,ToolLoc,ppi,0.0027551983682848192
